,Title,Writer(s),Date,Link
3281,AG: 35 charged in drug cases based with Kensington groups,"Palmer, Chris. 
",2020-08-25,proquest.com/docview/2437270734/citation/78501E92DE404B65PQ/12
3282,"Blacks now are main OD victims: In recent years, whites were hit larger in Phila.","Whelan, Aubrey. 
",2020-08-27,proquest.com/docview/2437627386/citation/9578E9A6650846EAPQ/2
3283,Rehabs buckle under COVID-19 strain: The long-underfunded system of alcohol and drug treatment finds itself under more pressure.,"Pattani, Aneri; Mahon, Ed. 
",2020-08-28,proquest.com/docview/2438126264/citation/D1C4730172BF4CB5PQ/17
3284,Restrictions hamper use of treatment for addiction: Buprenorphine,"Whelan, Aubrey. 
",2020-08-30,proquest.com/docview/2438790421/citation/2A0A92B606A04E64PQ/36
3285,When traffic stops become illegal: State police are limited in why and how long. The limit is not always applied.,"Jaafari, Joseph Darius; Joshua Vaughn THE APPEAL. 
",2020-08-31,proquest.com/docview/2438790254/citation/4AFC45E098AE4B05PQ/4
3286,Lurie answers call for reform: The owner addressed what he calls two pandemics in our country: the coronavirus and systemic racism.; EAGLES TRAINING CAMP,"Smith, E J. 
",2020-08-31,proquest.com/docview/2438790390/citation/4AFC45E098AE4B05PQ/15
3287,4 charged with murder in deaths of 2 in Glassboro: Prosecutors say the victims were shot during a try to steal money and marijuana.,"Shaw, Julie. 
",2020-09-01,proquest.com/docview/2439110218/citation/4E5B8CE916F94507PQ/18
3288,WHERE TO? Many questions as homeless face ouster this week.,"Lubrano, Alfred. 
",2020-09-06,proquest.com/docview/2440758154/citation/BA0312844D04AA2PQ/4
3289,VR lesson on use of naloxone gets results: Penn researchers developed the training and a study that shows it is effective in saving opioid users who have suffered an OD.; Overdose,"Whelan, Aubrey. 
",2020-09-07,proquest.com/docview/2440757846/citation/D5769DB896FC4639PQ/7
3290,"Letting freak flags fly at Shore: To support marijuana legalization, two groups use time-honored method of airplane banners.","Wood, Sam. 
",2020-09-07,proquest.com/docview/2440757935/citation/D5769DB896FC4639PQ/11
3291,ISOLATION: Teens with substance abuse issues get help from high school.,"Whelan, Aubrey; Ao, Bethany. 
",2020-09-09,proquest.com/docview/2441097741/citation/126A0D449C2B4950PQ/3
3292,Sentence on 'Jungle Jabbah' is upheld: 30-year sentence in perjury case reflects his career as a warlord.,"Roebuck, Jeremy. 
",2020-09-10,proquest.com/docview/2441378955/citation/588D023F17C84F33PQ/8
3293,N.J. probes man's death after arrest in Voorhees,"Moran, Robert. 
",2020-09-10,proquest.com/docview/2441379707/citation/588D023F17C84F33PQ/18
3294,Racial disparity in deaths from treatable illness: Black patients in Pa. are more than twice as likely to die prematurely of them than whites.,"Gantz, Sarah. 
",2020-09-11,proquest.com/docview/2441648879/citation/42CDF6AF4F7D40FEPQ/6
3295,3rd crew member admits guilt in cocaine boat case: The Montenegrin man said he was recruited by smugglers in his homeland. Seizure in Philadelphia totaled 20 tons.,"Roebuck, Jeremy. 
",2020-09-11,proquest.com/docview/2441648971/citation/42CDF6AF4F7D40FEPQ/15
3296,Firm's lawyers deny grim scenario: Lenders' legal team asserts that investors could be repaid $225M in debt - plus interest.; PAR FUNDING CASE,"DiStefano, Joseph N. 
",2020-09-15,proquest.com/docview/2442683598/citation/48591D99A9FF44A9PQ/2
3297,Radnor firm stops key sale in Mexico: One of Avantor's chemicals was being used to make heroin. The firm destroyed supplies.; COVER STORY | LOCAL ECONOMY,"DiStefano, Joseph N. 
",2020-09-20,proquest.com/docview/2445150721/citation/DDF694F3D6104CB4PQ/44
3298,"Substance use disorders heighten virus risk: Especially affected are problems with opioids or tobacco, showing more race-based disparities.","Whelan, Aubrey. 
",2020-09-22,proquest.com/docview/2445698930/citation/D57FF388D9734FCEPQ/4
3299,Therapist thought she hired a hit man: Sylvia,"Roebuck, Jeremy. 
",2020-09-23,proquest.com/docview/2445697831/citation/8167D375213F4CEBPQ/16
3300,Fentanyl myths found to spread online: Stories falsely suggest people can overdose just from touching the opioid. More accurate stories go unseen.,"Whelan, Aubrey. 
",2020-09-24,proquest.com/docview/2446086368/citation/EECA2DFBBD024847PQ/3
3301,2 convicted in Chesco slaying: They were involved in a planned Phoenixville marijuana deal in which the participants may have had other aims.,"Vella, Vinny. 
",2020-10-01,proquest.com/docview/2448477007/citation/15013CF000C74313PQ/20
3302,Want to expand your at-home cooking skills? Try your hand at a creamy ricotta.,"Jamila Robinson FOOD EDITOR. 
",2020-10-01,proquest.com/docview/2448476874/citation/15013CF000C74313PQ/40
3303,Jockey's biggest victory: Afleet Alex rider battling back from addictions.,"Sielski, Mike. 
",2020-10-02,proquest.com/docview/2448725274/citation/8EE4622A04254BFCPQ/25
3304,Questions on Trump and Virus,"McCullough, Marie. 
",2020-10-03,proquest.com/docview/2448725786/citation/F4B39EBBFA324C4EPQ/4
3305,Firm is rolling up two Pa. cultivators: Ayr Strategies releases names of growers it's taking control of and the price: $75.8M.; CANNABIS,"Wood, Sam. 
",2020-10-03,proquest.com/docview/2448725388/citation/F4B39EBBFA324C4EPQ/8
3306,"Marijuana Investing: As voters in N.J. and elsewhere consider legalizing recreational use, here's where you could put your money.","Wood, Sam; Arvedlund, Erin. 
",2020-10-04,proquest.com/docview/2448725519/citation/8123F34A266D43B7PQ/46
3307,Pa. doctors puzzled on Trump's condition: The vague and often times conflicting reports make it difficult to determine how the president is doing.,"Avril, Tom. 
",2020-10-06,proquest.com/docview/2448724653/citation/FCDDE2C9D1DE4DF0PQ/8
3308,Seeking stability and four walls: Former occupants of an encampment outside PHA headquarters look forward to fixing up now-vacant homes.,"Alfred Lubranoand Laura McCrystal. 
",2020-10-07,proquest.com/docview/2448983354/citation/B2192B014DA143ADPQ/12
3309,Deposed general manager wasn't Phils' problem: The team's misfires can be traced much higher upstairs.,"Murphy, David. 
",2020-10-07,proquest.com/docview/2448992082/citation/B2192B014DA143ADPQ/26
3310,Impressive for a salonist.: How Par co-owner amassed her fortune,"DiStefano, Joseph N; Arvedlund, Erin. 
",2020-10-08,proquest.com/docview/2449342364/citation/DD37EBA388AD4D81PQ/4
3311,Majority in N.J. favor legalizing marijuana: A poll found likely voters support a constitutional amendment to allow recreational pot use.,"Wood, Sam. 
",2020-10-10,proquest.com/docview/2450037799/citation/B6BCDDED16F241C0PQ/5
3312,Situation takes a grim turn,"Newall, Mike. 
",2020-10-10,proquest.com/docview/2450037735/citation/B6BCDDED16F241C0PQ/12
3313,"Suspect is said to have bragged in jail: Hassan Elliot etched in his cell the name of the officer he is accused of killing, a court was told.","Vella, Vinny. 
",2020-10-14,proquest.com/docview/2450871674/citation/4337E7373C0D4D40PQ/13
3314,Arrest in smuggling by drone at Fort Dix prison,"Dean, Mensah M. 
",2020-10-14,proquest.com/docview/2450871435/citation/4337E7373C0D4D40PQ/18
3315,"$800,000 from biggest donor to N.J. effort: Scotts Miracle-Gro has a unit making equipment for cannabis growers. Voters will decide in Nov.","Wood, Sam. 
",2020-10-15,proquest.com/docview/2451245864/citation/2CA2289294AE4312PQ/7
3316,Fauci gives blunt update in a Jefferson Zoom talk,"Avril, Tom. 
",2020-10-16,proquest.com/docview/2451450583/citation/2371285EDCD244EFPQ/7
3317,Drug court vs. medical pot: Some must choose between intervention and Pa.-sanctioned marijuana.,"Wood, Sam. 
",2020-10-19,proquest.com/docview/2451914575/citation/EDEF42363E5945A5PQ/1
3318,"Fatal overdoses soared in early 2020, data show","Whelan, Aubrey. 
",2020-10-20,proquest.com/docview/2452238478/citation/87E9401F386543B8PQ/2
3319,Endo plans to purchase BioSpecifics for $658M: A collagen-based injection treatment is a big part of the Malvern-based company's motive to buy.,"DiStefano, Joseph N. 
",2020-10-20,proquest.com/docview/2452238477/citation/87E9401F386543B8PQ/4
3320,Still Hashing Out the Details: What happens if N.J. legalizes marijuana?,"Wood, Sam. 
",2020-10-20,proquest.com/docview/2452238750/citation/87E9401F386543B8PQ/5
3321,The past is now the present: The chilling part about 'The Trial of the Chicago 7'? It's all happening again.,"Bunch, Will. 
",2020-10-20,proquest.com/docview/2452238571/citation/87E9401F386543B8PQ/7
3322,"Guilty plea in fatal DUI: Priscilla Cortez crashed into another car on I-95, killing three people.","Shaw, Julie. 
",2020-10-20,proquest.com/docview/2452238708/citation/87E9401F386543B8PQ/15
3323,Mobster's boasts bring 15-year term,"Roebuck, Jeremy. 
",2020-10-23,proquest.com/docview/2454508561/citation/25760AC9A6354EA4PQ/16
3324,2nd man charged in fatal robbery,"Vella, Vinny. 
",2020-10-25,proquest.com/docview/2455087905/citation/A76F5D64FC424D7CPQ/15
3325,"Joe Biden and a kinder, gentler War on Drugs: With his son's own story, his hard line has softened. It's a start.","Gutman, Abraham. 
",2020-10-25,proquest.com/docview/2455077926/citation/A76F5D64FC424D7CPQ/31
3326,"For NJWeedman, the vote won't make a big difference","Wood, Sam. 
",2020-10-26,proquest.com/docview/2455079123/citation/7C379C27988F4EFDPQ/3
3327,"Pharmacy owners left shaken: For some, break-ins were second in months, hurting them and customers.","Whelan, Aubrey; Wood, Sam; Park, Katie. 
",2020-10-30,proquest.com/docview/2456027670/citation/E4CE44FE480B460DPQ/8
3328,"Anxiety Builds as Clock Ticks: For some, the election can be a reaffirmation; for others, it's a chance to right a wrong. On both sides is a fear of violence.","Terruso, Julia; Tamari, Jonathan. 
",2020-11-01,proquest.com/docview/2456595730/citation/92569096DAB84002PQ/1
3329,"BITTERSWEET CHANGE: After 47 years, Steve Poses shifts from a culinary career to political activism.","Craig LaBan FOOD CRITIC. 
",2020-11-01,proquest.com/docview/2456595863/citation/92569096DAB84002PQ/33
3330,"Do our vices have a shelf life?: We've found comfort in our indulgences. Is this temporary, or should we worry?","DeLuca, Dan. 
",2020-11-01,proquest.com/docview/2456596085/citation/92569096DAB84002PQ/35
3331,Sniff test could help detect COVID-19: Sniff test,"Burling, Stacey. 
",2020-11-01,proquest.com/docview/2456595796/citation/92569096DAB84002PQ/43
3332,Receiver files to seize Phila. properties: Lawyers for Par's founders complained he ought to be collecting loans and interest they are owed by borrowers.; PAR FUNDING FRAUD CASE,"DiStefano, Joseph N. 
",2020-11-03,proquest.com/docview/2457133480/citation/187EDD56B6FB4947PQ/9
3333,"Ex-hoops star gets 11 years in drug ring: Khalif Toombs, 31, was among 22 people arrested in a Shore trafficking organization.","Shaw, Julie. 
",2020-11-03,proquest.com/docview/2457133491/citation/187EDD56B6FB4947PQ/18
3334,"N.J. OKs recreational pot for adults: With the historic vote, the Legislature now must craft how the industry will take shape.","Wood, Sam. 
",2020-11-04,proquest.com/docview/2457417654/citation/23268C421901406EPQ/13
3335,View From Wall St.: A Biden victory and a GOP-controlled Senate would mean gridlock. Markets wouldn't mind.,"Arvedlund, Erin; DiStefano, Joseph N. 
",2020-11-05,proquest.com/docview/2457792657/citation/2665808F837D46C1PQ/10
3336,Pa. Says Don't Expect a N.J.-Style Marijuana Bid: GOP repeats no to recreational-use law.; CANNABIS,"Wood, Sam. 
",2020-11-06,proquest.com/docview/2458214948/citation/731D04CB5D9D4723PQ/12
3337,"Delco council votes on pot: The board's measure decriminalizes using, possessing small amounts of marijuana.","Vella, Vinny. 
",2020-11-07,proquest.com/docview/2458820811/citation/D8CBC1D010564820PQ/16
3338,Former steel site eyed for e-commerce: U.S. Steel's environmentally degraded Fairless Works property is getting a $1.5B makeover.; COVER STORY | COMMERCIAL REAL ESTATE,"Park, Katie; Adelman, Jacob. 
",2020-11-08,proquest.com/docview/2458820147/citation/9486CE6EFA8E4D2BPQ/38
3339,"A special breed of animal lover: Cathy Herman-Harsch is the ""pet finder,"" helping families find lost dogs or cats for free.","Giordano, Rita. 
",2020-11-08,proquest.com/docview/2458820266/citation/9486CE6EFA8E4D2BPQ/41
3340,Could weed reshape N.J.'s agriculture?: With legalization come questions of where and how it'll be grown.,"Kummer, Frank. 
",2020-11-09,proquest.com/docview/2458820793/citation/7600E71D25CD40B8PQ/9
3341,N.J. sues chemical maker Solvay: It is accused of ignoring orders to clean up chemicals used to make nonstick cookware in West Deptford.; MANUFACTURING,"Adelman, Jacob. 
",2020-11-11,proquest.com/docview/2459477326/citation/8FFAD445FA50401APQ/5
3342,Pa. ballots challenged by Trump at high rate: Potentially thousands of votes targeted for procedural errors.,"Roebuck, Jeremy; Bender, William. 
",2020-11-12,proquest.com/docview/2461114383/citation/DCE6C10F060844BEPQ/4
3343,"N.J. names chief of marijuana industry: Dianna Houenou will chair the 5-member regulatory commission, now that recreational use was OKd.","Wood, Sam. 
",2020-11-13,proquest.com/docview/2461114460/citation/AD24DC815FFB4C40PQ/7
3344,"N.J. marijuana bill passes with a key amendment: Lower penalties for hallucinogenic ""magic mushrooms"" got a pass in committee. But more steps await.","Wood, Sam. 
",2020-11-13,proquest.com/docview/2461114889/citation/AD24DC815FFB4C40PQ/9
3345,Injection Hearing: Judges hear arguments on fate of supervised site.,"Whelan, Aubrey. 
",2020-11-17,proquest.com/docview/2461114394/citation/FA57A4A963514750PQ/12
3346,"Budget avoids tax increases, big cuts: State plan relies on about $1.3 billion in coronavirus relief to balance books.","Mahon, Ed; Fernandez, Cynthia. 
",2020-11-21,proquest.com/docview/2463291734/citation/86CF38510C44690PQ/8
3347,"With pot sales up, grower will expand: Pa. business is up about $2M a week. One firm says it will vastly increase its operations and boost hiring.","Wood, Sam. 
",2020-11-24,proquest.com/docview/2463794853/citation/9ED75DFA3B494E3FPQ/8
3348,"Philadelphia's mafia remains a force: Indictment of 15 on racketeering, drug dealing, and extortion charges shows mob is still active.","Vella, Vinny. 
",2020-11-24,proquest.com/docview/2463794984/citation/9ED75DFA3B494E3FPQ/13
3349,N.J. orders a hold on charges of possession: The attorney general's directive does not preclude arrests for having small amounts of marijuana.; CANNABIS,"Wood, Sam. 
",2020-11-28,proquest.com/docview/2465813636/citation/66C2B31D2FF64880PQ/12
3350,S.C. delays execution over drugs: Department of Corrections said it lacked the three drugs required for the lethal injection of an inmate.,"Michelle Liu ASSOCIATED PRESS. 
",2020-12-01,proquest.com/docview/2471763349/citation/D287A35318C6421BPQ/11
3351,5 bagel upstarts in Philly to watch: Bagels,"Klein, Michael. 
",2020-12-03,proquest.com/docview/2468099167/citation/F839E7CC07EE42B9PQ/33
3352,First-half schedule is revealed: Season opener Dec. 23 will feature Westbrook's debut with the Wizards.; NBA; 76ERS TRAINING CAMP,"Pompey, Keith. 
",2020-12-05,proquest.com/docview/2468098729/citation/A9702B99B6F2462BPQ/19
3353,Record toll for fatal ODs is feared: The rise is seen as one more effect of COVID isolation and stress. What is also different is the share of Black victims.; THE OTHER EPIDEMIC,"Whelan, Aubrey. 
",2020-12-06,proquest.com/docview/2468099001/citation/D5DB91BF519847D4PQ/2
3354,Job fair reflects high potential of cannabis in N.J.,"Snyder, Susan. 
",2020-12-09,proquest.com/docview/2468435818/citation/949DDF4038F34F50PQ/14
3355,"Federal charges in death of officer: McSwain called the case, with a potential death penalty, too important to leave to the DA.","Roebuck, Jeremy; Shaw, Julie. 
",2020-12-11,proquest.com/docview/2469425158/citation/3DE144E1A1D54942PQ/10
